EventNumber,EventName,RandomSeed,EventWeight,Primary [Type],Energy [GeV],Zenith [Deg],"Azimuth [Deg, Geomagnetic]",Model
107,Xi_Sib_Iron_0.0907_83.8_279.3_107,0.3457582784,1,Iron,0.09065367310167544,83.81565348975845,279.2972666858952,Sib
108,Xi_Sib_Proton_0.112_85.8_298.9_108,0.5999103693,1,Proton,0.11248427805110685,85.79305948058867,298.8502091531929,Sib
109,Xi_Sib_Iron_1.25_78.0_120.1_109,0.5467659317,1,Iron,1.2497890300772283,77.97343756043323,120.1390755817182,Sib
110,Xi_Sib_Proton_0.243_81.4_288.6_110,0.9119755286,1,Proton,0.24281403898462808,81.4440831099785,288.63176266528154,Sib
111,Xi_Sib_Iron_0.11_85.4_107.7_111,0.1830516311,1,Iron,0.11034529487373923,85.39434511466554,107.71048180261316,Sib
112,Xi_Sib_Proton_2.14_84.0_236.0_112,0.5053792647,1,Proton,2.1442407767341365,84.0167102756647,235.97752657972345,Sib
113,Xi_Sib_Iron_1.08_85.1_93.27_113,0.0709390848,1,Iron,1.084874074557628,85.11749156868429,93.269287378985,Sib
114,Xi_Sib_Proton_0.0743_80.5_276.5_114,0.2174578039,1,Proton,0.0742845455276074,80.47316988489992,276.51937937921304,Sib
115,Xi_Sib_Iron_1.41_86.2_334.8_115,0.5153051016,1,Iron,1.4122044037260708,86.19564010533823,334.8056231408341,Sib
116,Xi_Sib_Proton_0.0422_78.9_126.9_116,0.3947965836,1,Proton,0.04216341703686448,78.8616035847602,126.86618627845621,Sib
117,Xi_Sib_Iron_0.823_70.4_32.6_117,0.5395363466,1,Iron,0.8229441959138751,70.36383973223244,32.60426697775679,Sib
118,Xi_Sib_Proton_3.09_87.1_126.1_118,0.0478787805,1,Proton,3.0922532133042258,87.05631543020483,126.14018830010694,Sib
119,Xi_Sib_Iron_0.663_83.9_210.0_119,0.9431625494,1,Iron,0.6633005479096794,83.89750938056989,210.02382359263078,Sib
120,Xi_Sib_Proton_0.621_87.7_126.0_120,0.8140248041,1,Proton,0.6208173058568944,87.68759636307978,126.0139144339504,Sib
121,Xi_Sib_Iron_1.54_82.6_266.7_121,0.4473403629,1,Iron,1.5371686505588549,82.57136928750319,266.7172860646651,Sib
122,Xi_Sib_Proton_0.0504_81.5_15.62_122,0.9743832336,1,Proton,0.05044058832753046,81.45710384601192,15.617386970103153,Sib
123,Xi_Sib_Iron_0.05_60.3_128.2_123,0.9150678200,1,Iron,0.049954764233441966,60.27626786305932,128.1883582709628,Sib
124,Xi_Sib_Proton_0.364_86.5_279.2_124,0.9463443695,1,Proton,0.36429344231822686,86.46743338595512,279.16239220997835,Sib
125,Xi_Sib_Iron_0.228_65.1_89.05_125,0.6642793960,1,Iron,0.2282197870459611,65.11325423739812,89.04977280531435,Sib
126,Xi_Sib_Proton_0.156_83.0_348.1_126,0.6744944176,1,Proton,0.15597346573835283,82.98414026534587,348.0536644903887,Sib
127,Xi_Sib_Iron_0.0431_80.7_343.5_127,0.0624930643,1,Iron,0.043130030235487324,80.69956548957066,343.54430688402886,Sib
128,Xi_Sib_Proton_0.0991_84.4_113.6_128,0.7110105059,1,Proton,0.09908695740442001,84.40566940314086,113.64530092881502,Sib
129,Xi_Sib_Iron_0.844_86.1_121.9_129,0.2493852348,1,Iron,0.8443679950954158,86.12717676841902,121.87178400196842,Sib
130,Xi_Sib_Proton_0.0522_64.2_164.6_130,0.2354339774,1,Proton,0.052244549259659934,64.18586530114548,164.59701871102217,Sib
131,Xi_Sib_Iron_3.69_81.4_277.6_131,0.4965257832,1,Iron,3.6946670668532593,81.44538754130014,277.62671859386995,Sib
132,Xi_Sib_Proton_2.52_81.9_149.8_132,0.9283622476,1,Proton,2.517784654868814,81.91992609461145,149.7938941480844,Sib
133,Xi_Sib_Iron_0.381_70.5_4.341_133,0.1278460337,1,Iron,0.3807807058897319,70.51898946985625,4.3412596816892535,Sib
134,Xi_Sib_Proton_0.524_77.5_213.9_134,0.8142641790,1,Proton,0.5236622514436675,77.50853643286445,213.88410164447222,Sib
135,Xi_Sib_Iron_0.375_67.3_342.3_135,0.3421700694,1,Iron,0.37469863028432976,67.34013831856252,342.29291124631,Sib
136,Xi_Sib_Proton_0.451_64.0_125.7_136,0.7372959153,1,Proton,0.45146868671087165,64.025770036226,125.65846663941717,Sib
137,Xi_Sib_Iron_0.871_55.9_248.8_137,0.5733116749,1,Iron,0.8712238878733297,55.89334364653232,248.76005392895448,Sib
138,Xi_Sib_Proton_0.482_71.7_68.47_138,0.2233563075,1,Proton,0.48199081198070287,71.73936410458066,68.46843567959499,Sib
139,Xi_Sib_Iron_0.0753_59.3_165.8_139,0.4748835699,1,Iron,0.07530436797611881,59.30627567282819,165.80850810524402,Sib
140,Xi_Sib_Proton_0.891_86.5_346.6_140,0.9215509735,1,Proton,0.8905590757215105,86.46138975837823,346.6471684500031,Sib
141,Xi_Sib_Iron_1.37_85.5_31.25_141,0.1739423827,1,Iron,1.3680349602403477,85.52594139581633,31.248548018148536,Sib
142,Xi_Sib_Proton_0.16_82.3_94.17_142,0.7764760103,1,Proton,0.1600837774447512,82.2918511308667,94.17153920745827,Sib
143,Xi_Sib_Iron_0.293_77.5_25.15_143,0.9752739930,1,Iron,0.29312584737642433,77.45166644117592,25.151574326145663,Sib
144,Xi_Sib_Proton_1.91_83.1_315.5_144,0.6082155883,1,Proton,1.9118127848304687,83.09501337096336,315.4768367531349,Sib
145,Xi_Sib_Iron_0.29_57.0_346.4_145,0.3062294335,1,Iron,0.28976045517427723,56.95391588956346,346.4007507070538,Sib
146,Xi_Sib_Proton_1.25_81.1_210.1_146,0.8098517878,1,Proton,1.249717004675153,81.14807576049138,210.06694702572648,Sib
147,Xi_Sib_Iron_0.973_76.4_358.9_147,0.8141919639,1,Iron,0.9727277954812005,76.41507905746631,358.86310056177985,Sib
148,Xi_Sib_Proton_1.38_78.7_82.52_148,0.1009571013,1,Proton,1.381045460544788,78.65084455843885,82.51682356569549,Sib
149,Xi_Sib_Iron_0.0864_75.2_7.043_149,0.4572667699,1,Iron,0.08638525830212022,75.18389294066574,7.042569135332033,Sib
150,Xi_Sib_Proton_3.35_71.7_228.7_150,0.4192782075,1,Proton,3.3498702781762986,71.68951753396755,228.7199918887336,Sib
151,Xi_Sib_Iron_3.26_61.4_220.5_151,0.1049814379,1,Iron,3.258564743036917,61.43170226254551,220.50232876296104,Sib
152,Xi_Sib_Proton_0.523_66.4_163.4_152,0.8822770751,1,Proton,0.5233839436078718,66.44450498952176,163.38489671293377,Sib
153,Xi_Sib_Iron_0.638_74.6_76.62_153,0.8544480414,1,Iron,0.6379996497514897,74.56143234021405,76.61541348170843,Sib
154,Xi_Sib_Proton_0.851_54.5_27.48_154,0.1183096531,1,Proton,0.8514045510065293,54.51238975673557,27.47646801604946,Sib
155,Xi_Sib_Iron_0.72_80.6_78.32_155,0.9270503347,1,Iron,0.7199530856930638,80.5656136356901,78.31909016639365,Sib
156,Xi_Sib_Proton_2.43_66.1_57.88_156,0.4728561038,1,Proton,2.433209905581271,66.14967414948066,57.87893679940736,Sib
157,Xi_Sib_Iron_0.04_80.4_330.3_157,0.6250364241,1,Iron,0.04001894661425734,80.36735163092683,330.2745999981837,Sib
158,Xi_Sib_Proton_0.0341_54.6_121.7_158,0.8176795558,1,Proton,0.034099617350229455,54.627018310894336,121.7425305459293,Sib
159,Xi_Sib_Iron_2.6_86.4_227.1_159,0.8042683021,1,Iron,2.601041092046533,86.3640879318182,227.0502924446196,Sib
160,Xi_Sib_Proton_0.0362_65.4_315.9_160,0.7174025015,1,Proton,0.03620561193018694,65.39581292770012,315.93726680860203,Sib
161,Xi_Sib_Iron_3.52_51.3_84.0_161,0.4420418918,1,Iron,3.518547025082127,51.30775982284373,83.99939749448266,Sib
162,Xi_Sib_Proton_0.428_86.8_80.44_162,0.5787883638,1,Proton,0.4276727177247967,86.80731370904799,80.44201736847356,Sib
163,Xi_Sib_Iron_0.218_81.2_92.5_163,0.3209609253,1,Iron,0.21838895412582862,81.201140559253,92.50390301357484,Sib
164,Xi_Sib_Proton_0.153_78.3_136.7_164,0.2709960148,1,Proton,0.15324614376603812,78.28780506705114,136.69717266238032,Sib
165,Xi_Sib_Iron_0.152_75.2_245.8_165,0.0530343531,1,Iron,0.15177249964559864,75.17108356517326,245.78687336309517,Sib
166,Xi_Sib_Proton_1.05_87.3_22.36_166,0.9621512649,1,Proton,1.0453927347386063,87.34809090718987,22.36296491028337,Sib
167,Xi_Sib_Iron_0.0898_61.0_99.69_167,0.4846311901,1,Iron,0.08975010722761308,61.029837328447165,99.6881544341135,Sib
168,Xi_Sib_Proton_0.224_86.1_275.9_168,0.6248757714,1,Proton,0.2236221174041968,86.05369889706976,275.91512987272745,Sib
169,Xi_Sib_Iron_0.611_80.1_239.0_169,0.0262902254,1,Iron,0.610599347250415,80.05522794295577,239.00462053267722,Sib
170,Xi_Sib_Proton_0.225_69.5_356.9_170,0.9460716907,1,Proton,0.2254027838759668,69.51845948909475,356.92935932140256,Sib
171,Xi_Sib_Iron_0.203_78.4_238.8_171,0.1929821007,1,Iron,0.2033982759648836,78.39732465546325,238.79688565130834,Sib
172,Xi_Sib_Proton_0.503_56.2_207.1_172,0.1915899864,1,Proton,0.5029735095744824,56.24701069766674,207.12707269909325,Sib
173,Xi_Sib_Iron_1.68_88.0_272.2_173,0.6205036744,1,Iron,1.6764426304795754,87.97257413454608,272.2186021024552,Sib
174,Xi_Sib_Proton_0.0472_69.2_226.1_174,0.7748644292,1,Proton,0.04715860499578424,69.20229718386264,226.0742356390934,Sib
175,Xi_Sib_Iron_1.57_78.7_119.9_175,0.9247827475,1,Iron,1.568078215705931,78.6685522118366,119.94939042120797,Sib
176,Xi_Sib_Proton_0.128_81.2_249.6_176,0.2988354177,1,Proton,0.1284830820352425,81.20123690380522,249.63512881957527,Sib
177,Xi_Sib_Iron_0.04_81.5_139.9_177,0.1266610517,1,Iron,0.039951878827629135,81.54710546952745,139.94232001301611,Sib
178,Xi_Sib_Proton_0.484_59.2_270.9_178,0.7557248587,1,Proton,0.48401026146802567,59.23622130610014,270.9436699543593,Sib
179,Xi_Sib_Iron_0.626_82.6_236.0_179,0.4991051820,1,Iron,0.6260164687118787,82.56652216403012,236.0200984927085,Sib
